artist,album,label,release_year,reviewer,score,accolade,publish_date,url
Illa J,Yancey Boys, Delicious Vinyl,2008,Tom Breihan, 6.3 , ,2008-11-18,http://pitchfork.com/reviews/albums/12438-yancey-boys/
Magazine,Play, EMI,1980,Joshua Klein, 6.8 , ,2008-11-18,http://pitchfork.com/reviews/albums/12429-play/
Belle And Sebastian,The BBC Sessions, Matador,2008,Scott Plagenhoef, 7.9 , ,2008-11-19,http://pitchfork.com/reviews/albums/12443-the-bbc-sessions/
Kieran Hebden and Steve Reid,NYC, Domino,2008,Andy Battaglia, 6.8 , ,2008-11-17,http://pitchfork.com/reviews/albums/12440-nyc/
White Denim,Exposion, Transmission,2008,David Bevan, 7.8 , ,2008-11-17,http://pitchfork.com/reviews/albums/12437-exposion/
Various Artists,Hallam Foe OST, Domino,2008,Joshua Klein, 6.3 , ,2008-11-17,http://pitchfork.com/reviews/albums/12432-hallam-foe-ost/
Z-Ro,Crack, Rap-A-Lot,2008,Evan McGarvey, 4.7 , ,2008-11-17,http://pitchfork.com/reviews/albums/12430-crack/
Amadou & Mariam,Welcome to Mali, Because,2008,Joe Tangari, 8.4 , ,2008-11-18,http://pitchfork.com/reviews/albums/12435-welcome-to-mali/
The Postmarks,By-the-Numbers, Unfiltered,2008,Marc Hogan, 7.4 , ,2008-11-14,http://pitchfork.com/reviews/albums/12421-by-the-numbers/
Matthew Dear,Body Language Vol. 7, Get Physical,2008,Tim Finney, 7.0 , ,2008-11-14,http://pitchfork.com/reviews/albums/12422-body-language-vol-7/
Frida Hyvönen,Silence Is Wild, Secretly Canadian,2008,Stephen M. Deusner, 7.7 , ,2008-11-14,http://pitchfork.com/reviews/albums/12414-silence-is-wild/
STRFKR,Starfucker, Badman,2008,Rebecca Raber, 5.0 , ,2008-11-14,http://pitchfork.com/reviews/albums/12419-starfucker/
Max Tundra,Parallax Error Beheads You, Domino,2008,Nitsuh Abebe, 8.5 , ,2008-11-17,http://pitchfork.com/reviews/albums/12426-parallax-error-beheads-you/
Nisennenmondai,Neji/Tori, Smalltown Supersound,2008,Jessica Suarez, 6.6 , ,2008-11-13,http://pitchfork.com/reviews/albums/12400-nejitori/
Jóhann Jóhannsson,Fordlândia, 4AD,2008,Andrew Gaerig, 6.7 , ,2008-11-13,http://pitchfork.com/reviews/albums/12420-fordlandia/
Metronomy,Nights Out, Because,2008,Adam Moerder, 6.6 , ,2008-11-13,http://pitchfork.com/reviews/albums/12403-nights-out/
Karl Blau,Nature's Got Away, K,2008,Roque Strew, 7.7 , ,2008-11-13,http://pitchfork.com/reviews/albums/12404-natures-got-away/
Danielson,Trying Hartz, Secretly Canadian,2008,Jessica Suarez, 8.0 , ,2008-11-14,http://pitchfork.com/reviews/albums/12436-trying-hartz/
Greg Dulli,Live at the Triple Door, Infernal,2008,Joshua Klein, 7.0 , ,2008-11-12,http://pitchfork.com/reviews/albums/12423-live-at-the-triple-door/
School of Seven Bells,Alpinisms, Ghostly,2008,Eric Harvey, 8.0 , ,2008-11-12,http://pitchfork.com/reviews/albums/12399-alpinisms/
"Vic Chesnutt, Elf Power, and the Amorphous Strums",Dark Developments, Orange Twin,2008,Stephen M. Deusner, 7.5 , ,2008-11-12,http://pitchfork.com/reviews/albums/12396-dark-developments/
RTX,JJ Got Live RaTX, Drag City,2008,Stuart Berman, 7.0 , ,2008-11-12,http://pitchfork.com/reviews/albums/12407-jj-got-live-ratx/
Love Is All,A Hundred Things Keep Me Up at Night, What's Your Rupture?,2008,Stuart Berman, 8.1 , ,2008-11-13,http://pitchfork.com/reviews/albums/12415-a-hundred-things-keep-me-up-at-night/
The Matthew Herbert Big Band,Theres Me and Theres You, !K7,2008,Mark Pytlik, 4.0 , ,2008-11-11,http://pitchfork.com/reviews/albums/12417-theres-me-and-theres-you/
Jessica Lea Mayfield,With Blasphemy So Heartfelt, Polymer,2008,Stephen M. Deusner, 8.2 , ,2008-11-11,http://pitchfork.com/reviews/albums/12398-with-blasphemy-so-heartfelt/
Amon Amarth,Twilight of the Thunder God, Metal Blade,2008,Cosmo Lee, 7.7 , ,2008-11-11,http://pitchfork.com/reviews/albums/12393-twilight-of-the-thunder-god/
I'm From Barcelona,Who Killed Harry Houdini?, Mute,2008,Marc Hogan, 5.9 , ,2008-11-11,http://pitchfork.com/reviews/albums/12416-who-killed-harry-houdini/
Lou Reed,Berlin: Live At St. Ann's Warehouse, Matador,2008,Zach Baron, 7.2 , ,2008-11-12,http://pitchfork.com/reviews/albums/12391-berlin-live-at-st-anns-warehouse/
Reefer,Reefer, Alpha Pup,2008,Rebecca Raber, 7.0 , ,2008-11-10,http://pitchfork.com/reviews/albums/12408-reefer/
Travis,Ode to J. Smith, Red Telephone Box,2008,Ian Cohen, 5.0 , ,2008-11-10,http://pitchfork.com/reviews/albums/12410-ode-to-j-smith/
+/-,Xs on Your Eyes, Absolutely Kosher,2008,Kasia Galazka, 5.0 , ,2008-11-10,http://pitchfork.com/reviews/albums/12394-xs-on-your-eyes/
Juelz Santana,Presents: Skull Gang Takeover, Datpiff.com,2008,Ian Cohen, 5.5 , ,2008-11-10,http://pitchfork.com/reviews/albums/12397-presents-skull-gang-takeover/
Q-Tip,The Renaissance, Universal,2008,Nate Patrin, 8.4 , ,2008-11-11,http://pitchfork.com/reviews/albums/12413-the-renaissance/
Little Joy,Little Joy, Rough Trade,2008,Stephen Troussé, 7.2 , ,2008-11-07,http://pitchfork.com/reviews/albums/12412-little-joy/
Alias,Resurgam, Anticon,2008,Mia Lily Clarke, 7.0 , ,2008-11-07,http://pitchfork.com/reviews/albums/12395-resurgam/
Fuck the Facts,Disgorge Mexico, Relapse,2008,Cosmo Lee, 8.0 , ,2008-11-07,http://pitchfork.com/reviews/albums/12392-disgorge-mexico/
Sebastien Grainger & the Mountains,Sebastien Grainger and the Mountains, Saddle Creek,2008,Joe Colly, 5.8 , ,2008-11-07,http://pitchfork.com/reviews/albums/12406-sebastien-grainger-and-the-mountains/
New Order,Movement, Rhino,2008,Tom Ewing, 9.3 , ,2008-11-10,http://pitchfork.com/reviews/albums/12418-movement-power-corruption-and-lies-low-life-brotherhood-technique-deluxe-editions/
The Rapture,Tapes, !K7,2008,Nate Patrin, 6.6 , ,2008-11-06,http://pitchfork.com/reviews/albums/12384-tapes/
Essie Jain,The Inbetween, Ba Da Bing!,2008,Amanda Petrusich, 6.9 , ,2008-11-06,http://pitchfork.com/reviews/albums/12382-the-inbetween/
Glorytellers,Glorytellers, Southern,2008,David Raposa, 5.1 , ,2008-11-06,http://pitchfork.com/reviews/albums/12366-glorytellers/
Pop Levi,Never Never Love, Counter,2008,William Bowers, 6.0 , ,2008-11-06,http://pitchfork.com/reviews/albums/12383-never-never-love/
Megapuss,Surfing, Vapor,2008,Andrew Gaerig, 5.9 , ,2008-11-07,http://pitchfork.com/reviews/albums/12409-surfing/
Luomo,Convivial, Huume,2008,Tim Finney, 8.5 , ,2008-11-05,http://pitchfork.com/reviews/albums/12390-convivial/
Passion Pit,Chunk of Change EP, Frenchkiss,2008,David Bevan, 7.9 , ,2008-11-05,http://pitchfork.com/reviews/albums/12379-chunk-of-change-ep/
Pit Er Pat,High Time, Thrill Jockey,2008,Eric Harvey, 7.0 , ,2008-11-05,http://pitchfork.com/reviews/albums/12373-high-time/
Wetnurse,Invisible City, Seventh Rule,2008,Cosmo Lee, 7.6 , ,2008-11-05,http://pitchfork.com/reviews/albums/12362-invisible-city/
Eagles of Death Metal,Heart On, Downtown,2008,Joshua Love, 7.4 , ,2008-11-06,http://pitchfork.com/reviews/albums/12388-heart-on/
Mavis Staples,Live: Hope at the Hideout, Anti-,2008,Amy Granzin, 7.6 , ,2008-11-03,http://pitchfork.com/reviews/albums/12387-live-hope-at-the-hideout/
"J. Matthew Gerken, Christian Kiefer, and Jefferson Pitcher",Of Great and Mortal Men: 43 Songs for 43 U.S. Presidencies, Standard,2008,Eric Harvey, 7.6 , ,2008-11-03,http://pitchfork.com/reviews/albums/12386-of-great-and-mortal-men-43-songs-for-43-us-presidencies/
Miss Murgatroid and Petra Haden,Hearts & Daggers, File Under: Music,2008,Joshua Klein, 7.3 , ,2008-11-03,http://pitchfork.com/reviews/albums/12365-hearts-daggers/
Dianogah,qhnnnl, Southern,2008,David Raposa, 7.4 , ,2008-11-03,http://pitchfork.com/reviews/albums/12363-qhnnnl/
Snow Patrol,A Hundred Million Suns, Geffen,2008,Joshua Love, 4.9 , ,2008-11-05,http://pitchfork.com/reviews/albums/12389-a-hundred-million-suns/
Crystal Stilts,Alight of Night, Slumberland,2008,Amy Granzin, 8.1 , ,2008-10-31,http://pitchfork.com/reviews/albums/12381-alight-of-night/
Callers,Fortune, Western Vinyl,2008,Chris Dahlen, 7.8 , ,2008-10-31,http://pitchfork.com/reviews/albums/12372-fortune/
The Dears,Missiles, Dangerbird,2008,Matthew Solarski, 7.3 , ,2008-10-31,http://pitchfork.com/reviews/albums/12359-missiles/
Tobacco,Fucked Up Friends, Anticon,2008,Joe Colly, 6.2 , ,2008-10-31,http://pitchfork.com/reviews/albums/12367-fucked-up-friends/
The Smiths,The Sound of the Smiths, Rhino,2008,Tom Ewing, 7.5 , ,2008-11-03,http://pitchfork.com/reviews/albums/12385-the-sound-of-the-smiths/
...And You Will Know Us by the Trail of Dead,Festival Thyme EP, Richter Scale,2008,Stuart Berman, 6.2 , ,2008-10-30,http://pitchfork.com/reviews/albums/12377-festival-thyme-ep/
Jean Grae,Jeanius, Blacksmith,2008,Nate Patrin, 8.3 , ,2008-10-30,http://pitchfork.com/reviews/albums/12378-jeanius/
Jake One,White Van Music, Rhymesayers,2008,Nate Patrin, 7.6 , ,2008-10-30,http://pitchfork.com/reviews/albums/12358-white-van-music/
Sunny Day Sets Fire,Summer Palace, IAMSOUND,2008,Eric Harvey, 6.8 , ,2008-10-30,http://pitchfork.com/reviews/albums/12354-summer-palace/
The Cure,4:13 Dream, Geffen,2008,Nitsuh Abebe, 6.7 , ,2008-10-31,http://pitchfork.com/reviews/albums/12380-413-dream/
Arthur Russell,Love Is Overtaking Me, Audika,2008,Mia Clarke, 8.3 , ,2008-10-29,http://pitchfork.com/reviews/albums/12375-love-is-overtaking-me/
The Legendary Pink Dots,Plutonium Blonde, ROIR,2008,Joe Tangari, 6.9 , ,2008-10-29,http://pitchfork.com/reviews/albums/12349-plutonium-blonde-dream-logik-part-two/
Chairlift,Does You Inspire You, Kanine,2008,Eric Harvey, 5.6 , ,2008-10-29,http://pitchfork.com/reviews/albums/12351-does-you-inspire-you/
Palms,Its Midnight in Honolulu, Rare Book Room,2008,Joe Colly, 6.9 , ,2008-10-29,http://pitchfork.com/reviews/albums/12347-its-midnight-in-honolulu/
Ryan Adams & the Cardinals,Cardinology, Lost Highway,2008,Joshua Love, 4.7 , ,2008-10-30,http://pitchfork.com/reviews/albums/12374-cardinology/
Squarepusher,Just a Souvenir, Warp,2008,Mike Orme, 7.6 , ,2008-10-28,http://pitchfork.com/reviews/albums/12376-just-a-souvenir/
Ben Folds,Way to Normal, Epic,2008,Grayson Currin, 2.7 , ,2008-10-28,http://pitchfork.com/reviews/albums/12370-way-to-normal/
The Mighty Underdogs,Droppin' Science Fiction, Definitive Jux,2008,Nate Patrin, 4.0 , ,2008-10-28,http://pitchfork.com/reviews/albums/12353-droppin-science-fiction/
Gabriel Kahane,Gabriel Kahane, Wasted Storefront,2008,Joshua Love, 5.1 , ,2008-10-28,http://pitchfork.com/reviews/albums/12350-gabriel-kahane/
Blitzen Trapper,Furr, Sub Pop,2008,Rebecca Raber, 8.5 , ,2008-10-29,http://pitchfork.com/reviews/albums/12345-furr/
Final Fantasy,"Spectrum, 14th Century EP", Blocks,2008,Adam Moerder, 7.0 , ,2008-10-27,http://pitchfork.com/reviews/albums/12369-spectrum-14th-century-ep-plays-to-please-ep/
caUSE co-MOTION!,Its Time! Singles and EPs 2005-2008, Slumberland,2008,Jayson Greene, 7.8 , ,2008-10-27,http://pitchfork.com/reviews/albums/12348-its-time-singles-and-eps-2005-2008/
Grails,Doomsdayer's Holiday, Temporary Residence,2008,Jayson Greene, 7.6 , ,2008-10-27,http://pitchfork.com/reviews/albums/12355-doomsdayers-holiday/
O'Death,"Broken Hymns, Limbs and Skin", Kemado,2008,Joshua Klein, 4.1 , ,2008-10-27,http://pitchfork.com/reviews/albums/12361-broken-hymns-limbs-and-skin/
Kaiser Chiefs,Off With Their Heads, B-Unique,2008,Joe Tangari, 6.8 , ,2008-10-28,http://pitchfork.com/reviews/albums/12368-off-with-their-heads/
The Sea and Cake,Car Alarm, Thrill Jockey,2008,Mark Richardson, 8.0 , ,2008-10-24,http://pitchfork.com/reviews/albums/12364-car-alarm/
Telepathe,Chrome's On It EP, IAMSOUND,2008,Joe Colly, 7.0 , ,2008-10-24,http://pitchfork.com/reviews/albums/12357-chromes-on-it-ep/
Mamiffer,Hirror Enniffer, Hydra Head,2008,Cosmo Lee, 7.5 , ,2008-10-24,http://pitchfork.com/reviews/albums/12356-hirror-enniffer/
Dr. Dooom,Dr. Dooom 2, Threshold,2008,Ian Cohen, 3.7 , ,2008-10-24,http://pitchfork.com/reviews/albums/12352-dr-dooom-2/
Deerhunter,Microcastle/Weird Era Cont., Kranky / 4AD,2008,Marc Hogan, 9.2 , Best New Music ,2008-10-27,http://pitchfork.com/reviews/albums/12360-microcastle-weird-era-cont/
Windy & Carl,Songs for the Broken Hearted, Kranky,2008,Brian Howe, 7.8 , ,2008-10-23,http://pitchfork.com/reviews/albums/12327-songs-for-the-broken-hearted/
Eyeless in Gaza,Summer Salt & Subway Sun, Beta-Lactam Ring,2008,Joe Tangari, 7.8 , ,2008-10-23,http://pitchfork.com/reviews/albums/12321-summer-salt-subway-sun/
Raglani,Of Sirens Born, Gameboy,2006,Marc Masters, 7.4 , ,2008-10-23,http://pitchfork.com/reviews/albums/12307-of-sirens-born/
Margot and the Nuclear So and So's,Animal!, Epic,2008,Joshua Klein, 4.5 , ,2008-10-23,http://pitchfork.com/reviews/albums/12325-animal-not-animal/
DJ /rupture,Uproot, theAgriculture,2008,Mark Pytlik, 8.8 , Best New Music ,2008-10-24,http://pitchfork.com/reviews/albums/12371-uproot/
Frightened Rabbit,Liver! Lung! FR!, Fat Cat,2008,Rebecca Raber, 6.9 , ,2008-10-22,http://pitchfork.com/reviews/albums/12293-liver-lung-fr/
Parts & Labor,Receivers, Jagjaguwar,2008,Jason Crock, 8.1 , ,2008-10-22,http://pitchfork.com/reviews/albums/12323-receivers/
Raphael Saadiq,The Way I See It, Columbia,2008,Stephen M. Deusner, 6.8 , ,2008-10-22,http://pitchfork.com/reviews/albums/12301-the-way-i-see-it/
The Howling Hex,Earth Junk, Drag City,2008,Mia Clarke, 4.5 , ,2008-10-22,http://pitchfork.com/reviews/albums/12302-earth-junk/
Johnny Cash,Johnny Cash at Folsom Prison: Legacy Edition, Columbia,2008,Stephen M. Deusner, 9.7 , ,2008-10-23,http://pitchfork.com/reviews/albums/12331-johnny-cash-at-folsom-prison-legacy-edition/
The Long Blondes,"""Singles""", Angular,2008,Scott Plagenhoef, 7.4 , ,2008-10-21,http://pitchfork.com/reviews/albums/12326-singles/
Various Artists,"Awake, My Soul: The Original Soundtrack / Help Me to Sing: Songs of the Sacred Harp", Awake Productions,2008,Stephen M. Deusner, 8.8 , ,2008-10-21,http://pitchfork.com/reviews/albums/12315-awake-my-soul-the-original-soundtrack-help-me-to-sing-songs-of-the-sacred-harp/
Benoît Pioulard,Temper, Kranky,2008,Amy Granzin, 6.8 , ,2008-10-21,http://pitchfork.com/reviews/albums/12329-temper/
Nagisa Ni Te,Yosuga, Jagjaguwar,2008,Aaron Leitko, 5.8 , ,2008-10-21,http://pitchfork.com/reviews/albums/12273-yosuga/
Bob Dylan,"The Bootleg Series, Vol. 8: Tell Tale Signs: Rare and Unreleased 1986-2006", Columbia,2008,Tom Ewing, 8.6 , ,2008-10-22,http://pitchfork.com/reviews/albums/12330-the-bootleg-series-vol-8-tell-tale-signs-rare-and-unreleased-1986-2006/
Gang Gang Dance,Saint Dymphna, Social Registry,2008,Marc Masters, 8.5 , ,2008-10-20,http://pitchfork.com/reviews/albums/12324-saint-dymphna/
Religious Knives,The Door, Ecstatic Peace,2008,Mia Lily Clarke, 7.7 , ,2008-10-20,http://pitchfork.com/reviews/albums/12312-the-door/
Holly Golightly & the Brokeoffs,Dirt Don't Hurt, Transdreamer,2008,Stephen M. Deusner, 7.0 , ,2008-10-20,http://pitchfork.com/reviews/albums/12308-dirt-dont-hurt/
David Grubbs,An Optimist Notes the Dusk, Drag City,2008,Joshua Klein, 5.2 , ,2008-10-20,http://pitchfork.com/reviews/albums/12299-an-optimist-notes-the-dusk/
Of Montreal,Skeletal Lamping, Polyvinyl,2008,Adam Moerder, 5.9 , ,2008-10-21,http://pitchfork.com/reviews/albums/12328-skeletal-lamping/
Lucinda Williams,Little Honey, Lost Highway,2008,Stephen M. Deusner, 5.7 , ,2008-10-17,http://pitchfork.com/reviews/albums/12271-little-honey/
Chad VanGaalen,Soft Airplane, Sub Pop,2008,Roque Strew, 7.7 , ,2008-10-17,http://pitchfork.com/reviews/albums/12319-soft-airplane/
Various Artists,Nick and Norah's Infinite Playlist OST, Atlantic,2008,Paul Thompson, 5.2 , ,2008-10-17,http://pitchfork.com/reviews/albums/12317-nick-and-norahs-infinite-playlist-ost/
Hello Saferide,More Modern Short Stories From..., Razzia,2008,Marc Hogan, 6.8 , ,2008-10-17,http://pitchfork.com/reviews/albums/12296-more-modern-short-stories-from/
The Mountain Goats,Satanic Messiah EP, Cadmean Dawn,2008,Mike Powell, 7.8 , ,2008-10-20,http://pitchfork.com/reviews/albums/12305-satanic-messiah-ep-black-pear-tree-ep/
Secret Machines,Secret Machines, TSM,2008,Joshua Klein, 7.2 , ,2008-10-16,http://pitchfork.com/reviews/albums/12318-secret-machines/
Max Richter,24 Postcards in Full Colour, Fat Cat,2008,Joe Tangari, 7.7 , ,2008-10-16,http://pitchfork.com/reviews/albums/12264-24-postcards-in-full-colour/
Library Tapes,A Summer Beneath the Trees, Make Mine,2008,Brian Howe, 7.6 , ,2008-10-16,http://pitchfork.com/reviews/albums/12284-a-summer-beneath-the-trees/
The Broken West,Now or Heaven, Merge,2008,Joshua Love, 5.6 , ,2008-10-16,http://pitchfork.com/reviews/albums/12313-now-or-heaven/
The Clash,Live at Shea Stadium, Sony,2008,Stuart Berman, 7.7 , ,2008-10-17,http://pitchfork.com/reviews/albums/12322-live-at-shea-stadium/
Keane,Perfect Symmetry, Island,2008,Tom Ewing, 4.5 , ,2008-10-15,http://pitchfork.com/reviews/albums/12314-perfect-symmetry/
Anna Ternheim,Halfway to Fivepoints, Decca,2008,Mike Orme, 6.4 , ,2008-10-15,http://pitchfork.com/reviews/albums/12289-halfway-to-fivepoints/
Love as Laughter,Holy, Epic,2008,David Bevan, 6.4 , ,2008-10-15,http://pitchfork.com/reviews/albums/12287-holy/
The Clips,Matterhorn, Unfamiliar,2008,Joe Tangari, 6.8 , ,2008-10-15,http://pitchfork.com/reviews/albums/12276-matterhorn/
Fucked Up,The Chemistry of Common Life, Matador,2008,Ian Cohen, 8.8 , Best New Music ,2008-10-16,http://pitchfork.com/reviews/albums/12320-the-chemistry-of-common-life/
Morgan Geist,Double Night Time, Environ,2008,Andrew Gaerig, 6.0 , ,2008-10-14,http://pitchfork.com/reviews/albums/12227-double-night-time/
Krallice,Krallice, Profound Lore,2008,Cosmo Lee, 7.8 , ,2008-10-14,http://pitchfork.com/reviews/albums/12250-krallice/
Prints,Just Thoughts, Temporary Residence,2008,William Bowers, 6.0 , ,2008-10-14,http://pitchfork.com/reviews/albums/12245-just-thoughts/
Birdmonster,From the Mountain to the Sea, Fader,2008,Adam Moerder, 3.2 , ,2008-10-14,http://pitchfork.com/reviews/albums/12288-from-the-mountain-to-the-sea/
Jay Reatard,Matador Singles '08, Matador,2008,David Bevan, 8.4 , ,2008-10-15,http://pitchfork.com/reviews/albums/12316-matador-singles-08/
Women,Women, Jagjaguwar,2008,Andrew Gaerig, 7.9 , ,2008-10-13,http://pitchfork.com/reviews/albums/12285-women/
Blevin Blectum,Gular Flutter, Aagoo,2008,Jessica Suarez, 7.8 , ,2008-10-13,http://pitchfork.com/reviews/albums/12220-gular-flutter/
Shock Cinema,Hell and Highwater, Kanine,2008,Adam Moerder, 6.4 , ,2008-10-13,http://pitchfork.com/reviews/albums/12223-hell-and-highwater/
Wrnlrd,Oneiromantical War, Flingco Sound,2008,Marc Masters, 7.3 , ,2008-10-13,http://pitchfork.com/reviews/albums/12303-oneiromantical-war/
Mount Eerie With Julie Doiron and Fred Squire,Lost Wisdom, P.W. Elverum & Sun,2008,Matthew Solarski, 8.3 , Best New Music ,2008-10-14,http://pitchfork.com/reviews/albums/12292-lost-wisdom/
Crooked Fingers,Forfeit/Fortune, Constant Artists,2008,Amy Granzin, 5.2 , ,2008-10-10,http://pitchfork.com/reviews/albums/12309-forfeitfortune/
Juana Molina,Un Día, Domino,2008,Joshua Klein, 7.5 , ,2008-10-10,http://pitchfork.com/reviews/albums/12297-un-dia/
Castanets,City of Refuge, Asthmatic Kitty,2008,Brian Howe, 5.6 , ,2008-10-10,http://pitchfork.com/reviews/albums/12306-city-of-refuge/
These United States,A Picture of the Three of Us at the Gate to the Garden of Eden, United Interests,2008,Stephen M. Deusner, 4.2 , ,2008-10-10,http://pitchfork.com/reviews/albums/12274-a-picture-of-the-three-of-us-at-the-gate-to-the-garden-of-eden-crimes/
Oasis,Dig Out Your Soul, Big Brother,2008,Stuart Berman, 4.9 , ,2008-10-13,http://pitchfork.com/reviews/albums/12311-dig-out-your-soul/
Annuals,Such Fun, Canvasback,2008,Eric Harvey, 6.6 , ,2008-10-09,http://pitchfork.com/reviews/albums/12300-such-fun/
Rafter,Sweaty Magic, Asthmatic Kitty,2008,Joe Colly, 7.5 , ,2008-10-09,http://pitchfork.com/reviews/albums/12267-sweaty-magic/
Yo Majesty,Futuristically Speaking...Never Be Afraid, Domino,2008,Nate Patrin, 6.7 , ,2008-10-09,http://pitchfork.com/reviews/albums/12290-futuristically-speakingnever-be-afraid/
volcano!,Paperwork, Leaf,2008,Jason Crock, 7.9 , ,2008-10-09,http://pitchfork.com/reviews/albums/12238-paperwork/
Deerhoof,Offend Maggie, Kill Rock Stars,2008,Adam Moerder, 7.6 , ,2008-10-10,http://pitchfork.com/reviews/albums/12310-offend-maggie/
Lambchop,OH (ohio), City Slang,2008,William Bowers, 7.9 , ,2008-10-08,http://pitchfork.com/reviews/albums/12304-oh-ohio/
